DIV,BC,N_CELLS,TEMPLATE,CASE,USER,M_TIME,TIME,DELTA_X,L_INF_E_PSI,E_VOL_ALPHA,E_VOL_ALPHA_REL,E_GEOM_ALPHA,E_GEOM_ALPHA_REL,E_BOUND_ALPHA,ELAPSED_CPU_TIME,MAX_CFL,MAX_ABS_SUM_VOL_FLUXES,O(E_VOL_ALPHA),O(E_VOL_ALPHA_REL),O(E_GEOM_ALPHA),O(E_GEOM_ALPHA_REL),O(E_BOUND_ALPHA),O_LOCAL(E_VOL_ALPHA),O_LOCAL(E_VOL_ALPHA_REL),O_LOCAL(E_GEOM_ALPHA),O_LOCAL(E_GEOM_ALPHA_REL),O_LOCAL(E_BOUND_ALPHA)
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.375,0.03125,0.626519147656,3.55572419391e-05,0.00258480755904,0.0275480440533,2.00258480756,0,8.78,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3828125,0.03125,0.616072441477,3.9359737333e-05,0.00286122716589,0.0275518465487,2.00286122717,0,9.28,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.390625,0.03125,0.609471384236,5.12989264037e-05,0.00372913773701,0.0275637857378,2.00372913774,0,9.45,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.3984375,0.03125,0.607607222605,5.88821120603e-05,0.00428039184272,0.0275713689235,2.00428039184,0,9.59,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.40625,0.03125,0.596992171095,5.19150063751e-05,0.00377392321756,0.0275644018178,2.00377392322,0,9.75,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.4140625,0.03125,0.586413873672,5.4993964253e-05,0.00399774579666,0.0275674807756,2.0039977458,0,9.92,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.421875,0.03125,0.579408133444,6.78199779543e-05,0.00493012343226,0.0275803067893,2.00493012343,0,10.08,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.4296875,0.03125,0.57807985217,7.53321000285e-05,0.00547621162311,0.0275878189114,2.00547621162,0,10.22,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.4375,0.03125,0.567427671925,6.77372831036e-05,0.00492411199089,0.0275802240945,2.00492411199,0,10.4,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.4453125,0.03125,0.556758207004,7.00132088043e-05,0.00508955873631,0.0275825000202,2.00508955874,0,10.56,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.453125,0.03125,0.549308955528,8.33025949011e-05,0.0060556208875,0.0275957894063,2.00605562089,0,10.69,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
linear,explicitGradient,32,3Dtranslation,3Dtranslation_hex_BC-div-source-h_00002_3Dtranslation,julian,2022-12-20_064124,0.4609375,0.03125,0.548474344265,9.05634791292e-05,0.00658344552785,0.0276030502905,2.00658344553,0,10.83,0.25,0.001953125,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,,4.888979645937209,4.918783312154078,-0.01645841522608743,0.013345250997870555,
